## File name in ImageNet        # File name in Caltech256
n07697537/n07697537_10967.JPEG  # 108.hot-dog/108_0043.jpg
n04493381/n04493381_22505.JPEG  # 109.hot-tub/109_0012.jpg
n03544143/n03544143_5517.JPEG   # 110.hourglass/110_0011.jpg
n03544143/n03544143_8176.JPEG   # 110.hourglass/110_0015.jpg
n03544143/n03544143_3628.JPEG   # 110.hourglass/110_0018.jpg
n03544143/n03544143_2817.JPEG   # 110.hourglass/110_0019.jpg
n03544143/n03544143_162.JPEG    # 110.hourglass/110_0029.jpg
n03544143/n03544143_5413.JPEG   # 110.hourglass/110_0031.jpg
n03544143/n03544143_5825.JPEG   # 110.hourglass/110_0063.jpg
n03544143/n03544143_649.JPEG    # 110.hourglass/110_0064.jpg
n03544143/n03544143_6389.JPEG   # 110.hourglass/110_0068.jpg
n03544143/n03544143_5434.JPEG   # 110.hourglass/110_0079.jpg
n01833805/n01833805_80.JPEG     # 113.hummingbird/113_0001.jpg
n01833805/n01833805_212.JPEG    # 113.hummingbird/113_0007.jpg
n01677366/n01677366_4003.JPEG   # 116.iguana/116_0098.jpg
n03584254/n03584254_814.JPEG    # 117.ipod/117_0078.jpg
n03602883/n03602883_6877.JPEG   # 120.joy-stick/120_0006.jpg
n03602883/n03602883_7040.JPEG   # 120.joy-stick/120_0037.jpg
n03602883/n03602883_173.JPEG    # 120.joy-stick/120_0043.jpg
n03602883/n03602883_9727.JPEG   # 120.joy-stick/120_0054.jpg
n03602883/n03602883_316.JPEG    # 120.joy-stick/120_0064.jpg
n03602883/n03602883_6835.JPEG   # 120.joy-stick/120_0099.jpg
n02071294/n02071294_1281.JPEG   # 124.killer-whale/124_0010.jpg
n02071294/n02071294_41428.JPEG  # 124.killer-whale/124_0013.jpg
n02071294/n02071294_3638.JPEG   # 124.killer-whale/124_0024.jpg
n02071294/n02071294_8259.JPEG   # 124.killer-whale/124_0047.jpg
n02066245/n02066245_9047.JPEG   # 124.killer-whale/124_0050.jpg
n02071294/n02071294_2836.JPEG   # 124.killer-whale/124_0051.jpg
n02071294/n02071294_7339.JPEG   # 124.killer-whale/124_0055.jpg
n02071294/n02071294_3773.JPEG   # 124.killer-whale/124_0066.jpg
n02071294/n02071294_1224.JPEG   # 124.killer-whale/124_0075.jpg
n02071294/n02071294_10659.JPEG  # 124.killer-whale/124_0086.jpg
n03642806/n03642806_10445.JPEG  # 127.laptop-101/127_0037.jpg
n02128385/n02128385_26353.JPEG  # 129.leopards-101/129_0049.jpg
n02814860/n02814860_10783.JPEG  # 132.light-house/132_0047.jpg
n02437616/n02437616_6541.JPEG   # 134.llama-101/134_0006.jpg
n02437616/n02437616_10611.JPEG  # 134.llama-101/134_0030.jpg
n02437616/n02437616_2924.JPEG   # 134.llama-101/134_0049.jpg
n03761084/n03761084_12516.JPEG  # 142.microwave/142_0062.jpg
n03761084/n03761084_7186.JPEG   # 142.microwave/142_0069.jpg
n03792782/n03792782_32232.JPEG  # 146.mountain-bike/146_0061.jpg
n01518878/n01518878_1864.JPEG   # 151.ostrich/151_0055.jpg
n01518878/n01518878_6678.JPEG   # 151.ostrich/151_0101.jpg
n02056570/n02056570_2261.JPEG   # 158.penguin/158_0002.jpg
n02056570/n02056570_271.JPEG    # 158.penguin/158_0031.jpg
n03924679/n03924679_18176.JPEG  # 161.photocopier/161_0071.jpg
n02346627/n02346627_372.JPEG    # 164.porcupine/164_0006.jpg
n02346627/n02346627_6934.JPEG   # 164.porcupine/164_0016.jpg
n02346627/n02346627_4139.JPEG   # 164.porcupine/164_0017.jpg
n02114855/n02114855_10453.JPEG  # 164.porcupine/164_0028.jpg
n02346627/n02346627_1231.JPEG   # 164.porcupine/164_0038.jpg
n02346627/n02346627_1102.JPEG   # 164.porcupine/164_0039.jpg
n02346627/n02346627_9192.JPEG   # 164.porcupine/164_0044.jpg
n02346627/n02346627_1639.JPEG   # 164.porcupine/164_0052.jpg
n02346627/n02346627_6225.JPEG   # 164.porcupine/164_0059.jpg
n02346627/n02346627_324.JPEG    # 164.porcupine/164_0060.jpg
n02346627/n02346627_2357.JPEG   # 164.porcupine/164_0062.jpg
n02346627/n02346627_1853.JPEG   # 164.porcupine/164_0063.jpg
n02346627/n02346627_2473.JPEG   # 164.porcupine/164_0067.jpg
n02346627/n02346627_19412.JPEG  # 164.porcupine/164_0068.jpg
n02346627/n02346627_1657.JPEG   # 164.porcupine/164_0101.jpg
n02236044/n02236044_4158.JPEG   # 166.praying-mantis/166_0015.jpg
n04044716/n04044716_9517.JPEG   # 169.radio-telescope/169_0006.jpg
n04258138/n04258138_6716.JPEG   # 169.radio-telescope/169_0035.jpg
n04044716/n04044716_5056.JPEG   # 169.radio-telescope/169_0061.jpg
n04044716/n04044716_8213.JPEG   # 169.radio-telescope/169_0078.jpg
n04258138/n04258138_4470.JPEG   # 169.radio-telescope/169_0078.jpg
n04044716/n04044716_17084.JPEG  # 169.radio-telescope/169_0082.jpg
n04086273/n04086273_6486.JPEG   # 172.revolver-101/172_0052.jpg
n04086273/n04086273_23336.JPEG  # 172.revolver-101/172_0074.jpg
n04090263/n04090263_5528.JPEG   # 173.rifle/173_0007.jpg
n02749479/n02749479_2813.JPEG   # 173.rifle/173_0066.jpg
n03187595/n03187595_1915.JPEG   # 174.rotary-phone/174_0006.jpg
n04146614/n04146614_2012.JPEG   # 178.school-bus/178_0010.jpg
n04146614/n04146614_947.JPEG    # 178.school-bus/178_0017.jpg
n01770393/n01770393_14293.JPEG  # 179.scorpion-101/179_0023.jpg
n01770393/n01770393_10779.JPEG  # 179.scorpion-101/179_0030.jpg
n01770393/n01770393_3256.JPEG   # 179.scorpion-101/179_0077.jpg
n04154565/n04154565_1770.JPEG   # 180.screwdriver/180_0042.jpg
n02445715/n02445715_13581.JPEG  # 186.skunk/186_0002.jpg
n02445715/n02445715_12299.JPEG  # 186.skunk/186_0006.jpg
n02445715/n02445715_6024.JPEG   # 186.skunk/186_0008.jpg
n02445715/n02445715_8403.JPEG   # 186.skunk/186_0009.jpg
n02445715/n02445715_1522.JPEG   # 186.skunk/186_0011.jpg
n02445715/n02445715_1282.JPEG   # 186.skunk/186_0013.jpg
n02445715/n02445715_7980.JPEG   # 186.skunk/186_0014.jpg
n02445715/n02445715_3513.JPEG   # 186.skunk/186_0016.jpg
n02445715/n02445715_14321.JPEG  # 186.skunk/186_0021.jpg
n02445715/n02445715_4142.JPEG   # 186.skunk/186_0027.jpg
n02445715/n02445715_3755.JPEG   # 186.skunk/186_0030.jpg
n02445715/n02445715_13274.JPEG  # 186.skunk/186_0032.jpg
n02445715/n02445715_11597.JPEG  # 186.skunk/186_0034.jpg
n02445715/n02445715_13431.JPEG  # 186.skunk/186_0038.jpg
n02445715/n02445715_7054.JPEG   # 186.skunk/186_0043.jpg
n02445715/n02445715_2157.JPEG   # 186.skunk/186_0053.jpg
n02445715/n02445715_7827.JPEG   # 186.skunk/186_0054.jpg
n02445715/n02445715_6102.JPEG   # 186.skunk/186_0056.jpg
n02445715/n02445715_2901.JPEG   # 186.skunk/186_0062.jpg
n02445715/n02445715_878.JPEG    # 186.skunk/186_0064.jpg
n02445715/n02445715_5152.JPEG   # 186.skunk/186_0074.jpg
n01944390/n01944390_4089.JPEG   # 189.snail/189_0002.jpg
n01944390/n01944390_4089.JPEG   # 189.snail/189_0011.jpg
n01944390/n01944390_15090.JPEG  # 189.snail/189_0016.jpg
n01944390/n01944390_1092.JPEG   # 189.snail/189_0026.jpg
n01944390/n01944390_2432.JPEG   # 189.snail/189_0091.jpg
n01944390/n01944390_1916.JPEG   # 189.snail/189_0119.jpg
n01751748/n01751748_7922.JPEG   # 190.snake/190_0008.jpg
n01735189/n01735189_667.JPEG    # 190.snake/190_0012.jpg
n01728572/n01728572_4793.JPEG   # 190.snake/190_0029.jpg
n01729322/n01729322_9355.JPEG   # 190.snake/190_0075.jpg
n04252077/n04252077_2206.JPEG   # 192.snowmobile/192_0002.jpg
n04252077/n04252077_7535.JPEG   # 192.snowmobile/192_0006.jpg
n04252077/n04252077_8049.JPEG   # 192.snowmobile/192_0060.jpg
n04252077/n04252077_6198.JPEG   # 192.snowmobile/192_0069.jpg
n04252077/n04252077_4090.JPEG   # 192.snowmobile/192_0084.jpg
n04254680/n04254680_1264.JPEG   # 193.soccer-ball/193_0107.jpg
n04254680/n04254680_577.JPEG    # 193.soccer-ball/193_0120.jpg
n04254680/n04254680_1090.JPEG   # 193.soccer-ball/193_0132.jpg
n04273569/n04273569_3353.JPEG   # 197.speed-boat/197_0003.jpg
n04273569/n04273569_33287.JPEG  # 197.speed-boat/197_0017.jpg
n04273569/n04273569_7942.JPEG   # 197.speed-boat/197_0018.jpg
n04273569/n04273569_1232.JPEG   # 197.speed-boat/197_0030.jpg
n04273569/n04273569_4157.JPEG   # 197.speed-boat/197_0042.jpg
n04273569/n04273569_17498.JPEG  # 197.speed-boat/197_0045.jpg
n04273569/n04273569_19437.JPEG  # 197.speed-boat/197_0067.jpg
n04273569/n04273569_14562.JPEG  # 197.speed-boat/197_0084.jpg
n04273569/n04273569_12653.JPEG  # 197.speed-boat/197_0098.jpg
n04273569/n04273569_13178.JPEG  # 197.speed-boat/197_0099.jpg
n01770081/n01770081_9964.JPEG   # 198.spider/198_0007.jpg
n01773549/n01773549_2076.JPEG   # 198.spider/198_0057.jpg
n03109150/n03109150_11836.JPEG  # 208.swiss-army-knife/208_0056.jpg
n03109150/n03109150_5793.JPEG   # 208.swiss-army-knife/208_0081.jpg
n02951585/n02951585_21474.JPEG  # 208.swiss-army-knife/208_0096.jpg
n04376876/n04376876_3492.JPEG   # 210.syringe/210_0024.jpg
n03249569/n03249569_5592.JPEG   # 211.tambourine/211_0073.jpg
n04398044/n04398044_5691.JPEG   # 212.teapot/212_0002.jpg
n03902125/n03902125_7703.JPEG   # 215.telephone-box/215_0038.jpg
n04409515/n04409515_4992.JPEG   # 216.tennis-ball/216_0002.jpg
n04409515/n04409515_7404.JPEG   # 216.tennis-ball/216_0004.jpg
n04409515/n04409515_4577.JPEG   # 216.tennis-ball/216_0011.jpg
n04409515/n04409515_6418.JPEG   # 216.tennis-ball/216_0013.jpg
n04409515/n04409515_8225.JPEG   # 216.tennis-ball/216_0017.jpg
n04409515/n04409515_1654.JPEG   # 216.tennis-ball/216_0020.jpg
n04409515/n04409515_8642.JPEG   # 216.tennis-ball/216_0032.jpg
n04409515/n04409515_7359.JPEG   # 216.tennis-ball/216_0053.jpg
n04409515/n04409515_6279.JPEG   # 216.tennis-ball/216_0075.jpg
n04409515/n04409515_4691.JPEG   # 216.tennis-ball/216_0080.jpg
n04409515/n04409515_1166.JPEG   # 216.tennis-ball/216_0093.jpg
n04409515/n04409515_4599.JPEG   # 216.tennis-ball/216_0094.jpg
n04442312/n04442312_5064.JPEG   # 220.toaster/220_0002.jpg
n04442312/n04442312_577.JPEG    # 220.toaster/220_0043.jpg
n01704323/n01704323_8591.JPEG   # 228.triceratops/228_0014.jpg
n01704323/n01704323_9605.JPEG   # 228.triceratops/228_0017.jpg
n01704323/n01704323_1236.JPEG   # 228.triceratops/228_0019.jpg
n01704323/n01704323_612.JPEG    # 228.triceratops/228_0020.jpg
n01704323/n01704323_860.JPEG    # 228.triceratops/228_0026.jpg
n01704323/n01704323_836.JPEG    # 228.triceratops/228_0038.jpg
n01704323/n01704323_559.JPEG    # 228.triceratops/228_0054.jpg
n01704323/n01704323_7060.JPEG   # 228.triceratops/228_0066.jpg
n01704323/n01704323_10261.JPEG  # 228.triceratops/228_0076.jpg
n01704323/n01704323_835.JPEG    # 228.triceratops/228_0088.jpg
n04482393/n04482393_11299.JPEG  # 229.tricycle/229_0028.jpg
n04482393/n04482393_12386.JPEG  # 229.tricycle/229_0030.jpg
n04482393/n04482393_13015.JPEG  # 229.tricycle/229_0046.jpg
n04482393/n04482393_7378.JPEG   # 229.tricycle/229_0050.jpg
n04482393/n04482393_14815.JPEG  # 229.tricycle/229_0057.jpg
n04482393/n04482393_3026.JPEG   # 229.tricycle/229_0067.jpg
n04482393/n04482393_11549.JPEG  # 229.tricycle/229_0087.jpg
n04286575/n04286575_3011.JPEG   # 238.video-projector/238_0091.jpg
n02797295/n02797295_8482.JPEG   # 244.wheelbarrow/244_0010.jpg
n02797295/n02797295_7930.JPEG   # 244.wheelbarrow/244_0019.jpg
n02797295/n02797295_265.JPEG    # 244.wheelbarrow/244_0030.jpg
n02797295/n02797295_10748.JPEG  # 244.wheelbarrow/244_0037.jpg
n02391049/n02391049_77.JPEG     # 250.zebra/250_0029.jpg
n02391049/n02391049_2609.JPEG   # 250.zebra/250_0084.jpg
n02391049/n02391049_682.JPEG    # 250.zebra/250_0089.jpg
n02391049/n02391049_1973.JPEG   # 250.zebra/250_0093.jpg
n02091244/n02091244_5989.JPEG   # 254.greyhound/254_0038.jpg
n01644900/n01644900_553.JPEG    # 256.toad/256_0009.jpg
n01644900/n01644900_21477.JPEG  # 256.toad/256_0058.jpg
n01644900/n01644900_22326.JPEG  # 256.toad/256_0074.jpg
n01644900/n01644900_21785.JPEG  # 256.toad/256_0076.jpg
n01644900/n01644900_1017.JPEG   # 256.toad/256_0080.jpg
n01644900/n01644900_7552.JPEG   # 256.toad/256_0084.jpg
